,account_value
0,1566625.2134222256
1,1566408.4660722255
2,1565743.8954322254
3,1565626.7625722247
4,1564898.1355522245
5,1564847.3405322244
6,1564835.7045722243
7,1564835.7045722243
8,1564835.7045722243
9,1564835.7045722243
10,1564835.7045722243
11,1564835.7045722243
12,1564835.7045722243
13,1564835.7045722243
14,1564835.7045722243
15,1564835.7045722243
16,1564835.7045722243
17,1564835.7045722243
18,1564835.7045722243
19,1564835.7045722243
20,1564835.7045722243
21,1564835.7045722243
22,1564835.7045722243
23,1564835.7045722243
24,1564835.7045722243
25,1564835.7045722243
26,1564835.7045722243
27,1564835.7045722243
28,1564835.7045722243
29,1564835.7045722243
30,1564835.7045722243
31,1564835.7045722243
32,1564835.7045722243
33,1562361.0898272246
34,1558365.2956572247
35,1557962.7150572247
36,1557946.9657572245
37,1556645.1062572247
38,1556584.9372072243
39,1556584.9372072243
40,1556584.9372072243
41,1556584.9372072243
42,1556584.9372072243
43,1556584.9372072243
44,1556584.9372072243
45,1556584.9372072243
46,1556584.9372072243
47,1556584.9372072243
48,1556584.9372072243
49,1556584.9372072243
50,1556584.9372072243
51,1556584.9372072243
52,1556584.9372072243
53,1556584.9372072243
54,1556584.9372072243
55,1556584.9372072243
56,1556584.9372072243
57,1556584.9372072243
58,1556584.9372072243
59,1556584.9372072243
60,1556584.9372072243
61,1556584.9372072243
62,1556584.9372072243
