,account_value
0,1088520.4317300003
1,1095467.0277895245
2,1089250.5343449186
3,1090823.059704075
4,1089816.5046602031
5,1096963.6974587052
6,1102593.8792911542
7,1103476.6294409973
8,1104398.0490644735
9,1110560.690052586
10,1113828.210782058
11,1105716.1625047245
12,1098684.8840789536
13,1096174.52883584
14,1096909.709311676
15,1091680.107657201
16,1098217.7532393856
17,1089594.092244857
18,1085889.0720515402
19,1093832.2327292415
20,1087733.6787306012
21,1083502.4795274935
22,1083490.9942081643
23,1088727.139633423
24,1086915.137707955
25,1099281.3944510792
26,1093015.4050898715
27,1095626.8107882275
28,1084784.6530627166
29,1094614.8767344223
30,1080460.4004176857
31,1076680.182641477
32,1067855.7363846526
33,1066886.3399737612
34,1069738.387240599
35,1084890.818092894
36,1091963.5804164456
37,1088982.4863059926
38,1089931.6249365145
39,1086454.785491416
40,1087869.1536932096
41,1086356.4080427329
42,1087019.9310880636
43,1096668.4393298812
44,1099351.9260666638
45,1103518.1717064483
46,1099216.7135465555
47,1092792.7314014907
48,1082756.0161918066
49,1083623.7832667832
50,1082476.7546550527
51,1094494.246597403
52,1087237.835133774
53,1098269.5024100207
54,1099527.9488078454
55,1097934.430182435
56,1113028.4203864161
57,1080640.7658261128
58,1066861.5481136388
59,1081210.1359722277
60,1094867.5048830605
61,1115908.6022594916
62,1117644.7206661722
