,account_value
0,1555311.2690898739
1,1552936.8457763023
2,1545843.5133571737
3,1549763.4728330255
4,1548336.9017391293
5,1557180.638932108
6,1554986.766110726
7,1555408.1278966148
8,1554822.7535957533
9,1554783.1527140005
10,1554967.6550911977
11,1556845.6279989127
12,1556525.5266835075
13,1553125.0774422965
14,1554862.128835363
15,1555854.604107006
16,1556041.7774077873
17,1554996.8886460685
18,1554100.3508521232
19,1554477.1718404044
20,1554539.472098217
21,1554053.1448745844
22,1554107.0294654048
23,1554065.207444897
24,1554060.8764222262
25,1554060.8764222262
26,1554060.8764222262
27,1554060.8764222262
28,1554060.8764222262
29,1554060.8764222262
30,1554060.8764222262
31,1554060.8764222262
32,1554060.8764222262
33,1554060.8764222262
34,1554060.8764222262
35,1554060.8764222262
36,1554060.8764222262
37,1554060.8764222262
38,1554060.8764222262
39,1554060.8764222262
40,1554060.8764222262
41,1554060.8764222262
42,1554060.8764222262
43,1554060.8764222262
44,1554060.8764222262
45,1554060.8764222262
46,1554060.8764222262
47,1554060.8764222262
48,1554060.8764222262
49,1554060.8764222262
50,1554060.8764222262
51,1554060.8764222262
52,1554060.8764222262
53,1554060.8764222262
54,1554060.8764222262
55,1554060.8764222262
56,1554060.8764222262
57,1553330.2634222268
58,1554762.2004222267
59,1555766.3314222267
60,1556949.067422227
61,1562867.4624222266
62,1562642.6374222268
