,account_value
0,1556584.9372072243
1,1556088.5292072238
2,1555883.4122072237
3,1555883.4122072237
4,1555883.4122072237
5,1555883.4122072237
6,1555883.4122072237
7,1555883.4122072237
8,1555883.4122072237
9,1555883.4122072237
10,1555883.4122072237
11,1555883.4122072237
12,1555883.4122072237
13,1555883.4122072237
14,1555883.4122072237
15,1555883.4122072237
16,1555883.4122072237
17,1555883.4122072237
18,1555883.4122072237
19,1555883.4122072237
20,1555883.4122072237
21,1555883.4122072237
22,1555883.4122072237
23,1555883.4122072237
24,1555883.4122072237
25,1555883.4122072237
26,1555883.4122072237
27,1555883.4122072237
28,1555883.4122072237
29,1555883.4122072237
30,1555883.4122072237
31,1555883.4122072237
32,1555883.4122072237
33,1555883.4122072237
34,1555883.4122072237
35,1555883.4122072237
36,1555883.4122072237
37,1555286.9257072238
38,1558856.300707224
39,1561053.7737072236
40,1560814.8127072232
41,1560814.8127072232
42,1569155.1927072234
43,1568901.9877072235
44,1568901.9877072235
45,1568901.9877072235
46,1568901.9877072235
47,1568901.9877072235
48,1568901.9877072235
49,1568901.9877072235
50,1568901.9877072235
51,1568901.9877072235
52,1568901.9877072235
53,1568901.9877072235
54,1568901.9877072235
55,1568901.9877072235
56,1568901.9877072235
57,1568901.9877072235
58,1568901.9877072235
59,1568901.9877072235
60,1568901.9877072235
61,1568901.9877072235
62,1568901.9877072235
