,account_value
0,1568254.1514222259
1,1567801.8094222257
2,1567637.7554222257
3,1567637.7554222257
4,1567637.7554222257
5,1567637.7554222257
6,1567637.7554222257
7,1567637.7554222257
8,1567637.7554222257
9,1567637.7554222257
10,1567637.7554222257
11,1567637.7554222257
12,1567637.7554222257
13,1567637.7554222257
14,1567637.7554222257
15,1567637.7554222257
16,1567637.7554222257
17,1567637.7554222257
18,1567637.7554222257
19,1567637.7554222257
20,1567637.7554222257
21,1567637.7554222257
22,1567637.7554222257
23,1567637.7554222257
24,1567637.7554222257
25,1567637.7554222257
26,1567637.7554222257
27,1567637.7554222257
28,1566795.1484222258
29,1566625.2134222256
30,1566625.2134222256
31,1566625.2134222256
32,1566625.2134222256
33,1566625.2134222256
34,1566625.2134222256
35,1566625.2134222256
36,1566625.2134222256
37,1566625.2134222256
38,1566625.2134222256
39,1566625.2134222256
40,1566625.2134222256
41,1566625.2134222256
42,1566625.2134222256
43,1566625.2134222256
44,1566625.2134222256
45,1566625.2134222256
46,1566625.2134222256
47,1566625.2134222256
48,1566625.2134222256
49,1566625.2134222256
50,1566625.2134222256
51,1566625.2134222256
52,1566625.2134222256
53,1566625.2134222256
54,1566625.2134222256
55,1566625.2134222256
56,1566625.2134222256
57,1566625.2134222256
58,1566625.2134222256
59,1566625.2134222256
60,1566625.2134222256
61,1566625.2134222256
62,1566625.2134222256
