,account_value
0,1116294.0132814632
1,1103926.2086609271
2,1108642.9423829587
3,1106344.2792661958
4,1102519.304348949
5,1105296.1099102716
6,1094988.6430995471
7,1094597.058022774
8,1092024.3545704808
9,1094729.5806677348
10,1090671.2571106816
11,1095638.308001752
12,1097701.315750446
13,1099819.3178274524
14,1105164.43142832
15,1111110.1891374132
16,1100217.522246468
17,1099286.1462921659
18,1099886.7303230853
19,1097288.588393545
20,1091701.98917179
21,1084812.1307052653
22,1077715.3821428958
23,1074958.7807272722
24,1076412.7310509917
25,1095982.377398028
26,1098673.7009819003
27,1121632.7156293897
28,1122780.4241116128
29,1122983.5958397856
30,1125089.2603964913
31,1130345.2575488316
32,1129931.9594142681
33,1131227.961742126
34,1126442.1387414508
35,1134664.2186300647
36,1143157.1551894706
37,1149951.3016881207
38,1152263.7259579226
39,1148627.667074034
40,1142941.3130146281
41,1149031.70448515
42,1150646.1122371755
43,1142742.177272054
44,1150500.4079099926
45,1151700.5040069774
46,1176617.4183566626
47,1175331.9847247992
48,1178310.5969570223
49,1177733.346421469
50,1187126.2452862305
51,1175687.6238798397
52,1182531.3125949611
53,1177149.7437875806
54,1183545.1003087326
55,1191456.0290396055
56,1192364.6512718287
57,1191126.3884624229
58,1190182.9400184534
59,1189691.980653017
60,1179583.9874003166
61,1177391.1366093624
62,1171394.364300632
