,account_value
0,1346084.0290307011
1,1348392.5385504812
2,1368004.0387561645
3,1377186.3064535016
4,1365119.848131844
5,1377617.3190779025
6,1384451.0421343432
7,1394198.9898825423
8,1392718.489210863
9,1397753.6474982165
10,1391632.2903505706
11,1391416.0497013151
12,1390280.156263852
13,1400153.5744686737
14,1406182.756289571
15,1414145.6266488028
16,1411721.1588762016
17,1402444.5749722836
18,1410792.198962614
19,1407254.8191533317
20,1407845.4381818096
21,1410364.7059591042
22,1412148.6783444048
23,1415853.7826412995
24,1413814.868243697
25,1410992.5475019785
26,1409106.5748908943
27,1408038.1663174666
28,1408278.9436353378
29,1408244.2670132262
30,1408663.7239219174
31,1408638.876360621
32,1408636.1650048716
33,1408636.1650048716
34,1408636.1650048716
35,1408264.537697923
36,1410106.124356816
37,1414512.4525649524
38,1413437.470429192
39,1414278.254815835
40,1409807.8627448627
41,1406366.088845745
42,1407775.7388457449
43,1406664.1718900204
44,1409519.2125809747
45,1403709.1424818747
46,1390600.7845748903
47,1398830.2682218386
48,1406394.2666064473
49,1413856.5996064472
50,1418888.9902664472
51,1415772.8042664472
52,1423308.355533432
53,1427405.3288321989
54,1433359.6743904524
55,1438457.0430953582
56,1431702.3023692283
57,1424404.2786377522
58,1416001.1692661142
59,1420535.964475412
60,1425142.2474313974
61,1440778.2473313976
62,1446283.3803313978
