,account_value
0,1557416.6374222268
1,1559450.1964222267
2,1562916.5264222268
3,1568517.8894222267
4,1574286.0624222266
5,1574236.9014222268
6,1575886.4234222267
7,1573965.8494222267
8,1577104.5014222264
9,1573100.7044222266
10,1576012.6334222266
11,1583776.8364222266
12,1582713.7854222266
13,1580288.271422227
14,1585062.7394222266
15,1585853.5784222265
16,1587679.0654222264
17,1582800.7684222267
18,1576544.7004222265
19,1573374.5264222268
20,1555363.7784222267
21,1565327.5574222268
22,1569242.0754222267
23,1578235.9834222267
24,1576240.7164222267
25,1570928.3964222267
26,1574332.0804222266
27,1567494.8964222262
28,1567339.9684222261
29,1568322.084422226
30,1568254.1514222259
31,1568254.1514222259
32,1568254.1514222259
33,1568254.1514222259
34,1568254.1514222259
35,1568254.1514222259
36,1568254.1514222259
37,1568254.1514222259
38,1568254.1514222259
39,1568254.1514222259
40,1568254.1514222259
41,1568254.1514222259
42,1568254.1514222259
43,1568254.1514222259
44,1568254.1514222259
45,1568254.1514222259
46,1568254.1514222259
47,1568254.1514222259
48,1568254.1514222259
49,1568254.1514222259
50,1568254.1514222259
51,1568254.1514222259
52,1568254.1514222259
53,1568254.1514222259
54,1568254.1514222259
55,1568254.1514222259
56,1568254.1514222259
57,1568254.1514222259
58,1568254.1514222259
59,1568254.1514222259
60,1568254.1514222259
61,1568254.1514222259
62,1568254.1514222259
