,account_value
0,1000000.0
1,1000195.823
2,997998.3749999998
3,994539.9879999999
4,991954.729
5,993182.0980000001
6,995287.207
7,984979.9530000002
8,994148.1610000003
9,978163.2140000004
10,981322.0350000003
11,970976.5330000003
12,975765.9650000002
13,989533.4920000002
14,980882.8576500001
15,998938.2402700002
16,996340.5973100002
17,1001798.8139500002
18,1027035.4537600003
19,1024812.3750600001
20,1008497.5774500002
21,1009429.2463300003
22,1012289.1065600002
23,998409.9358100003
24,991781.4404100003
25,998653.0302900003
26,993653.0348000003
27,982005.6507000002
28,1002361.2117300002
29,1010877.5917300001
30,1021633.9817300002
31,1016115.2717300003
32,1014582.2817300003
33,1029821.9317300002
34,1017925.6917300002
35,1024600.9417300002
36,1039565.7517300003
37,1032161.0817300002
38,1025008.5117300001
39,1042865.8217300002
40,1043822.2717300002
41,1043034.5317300003
42,1045253.1617300003
43,1045088.2017300002
44,1046737.4717300002
45,1053213.3617300002
46,1052246.9217300003
47,1062522.2717300004
48,1064335.7017300003
49,1064689.2917300002
50,1067649.6917300003
51,1074082.2817300004
52,1080800.2717300004
53,1080138.0317300004
54,1078116.7717300002
55,1076442.8017300004
56,1075357.2917300004
57,1077693.2417300004
58,1082408.4817300003
59,1091541.8517300002
60,1090019.4217300003
61,1099961.1317300003
62,1098314.4317300003
