,account_value
0,1451467.840331398
1,1444833.614672745
2,1441158.421942726
3,1441041.0962361828
4,1440979.8698238586
5,1425426.8856461241
6,1418731.6820079405
7,1422972.9576128002
8,1419925.482384331
9,1437780.3135191868
10,1431244.123045132
11,1425208.6171036856
12,1425938.4353836856
13,1424183.102503686
14,1424322.9509236864
15,1422609.7949236864
16,1423228.5233936864
17,1423206.8557136864
18,1423206.8557136864
19,1423206.8557136864
20,1423206.8557136864
21,1423206.8557136864
22,1423206.8557136864
23,1423206.8557136864
24,1423206.8557136864
25,1423206.8557136864
26,1423206.8557136864
27,1423206.8557136864
28,1423206.8557136864
29,1423206.8557136864
30,1423206.8557136864
31,1423206.8557136864
32,1423206.8557136864
33,1423206.8557136864
34,1423206.8557136864
35,1423206.8557136864
36,1423206.8557136864
37,1423206.8557136864
38,1423206.8557136864
39,1423206.8557136864
40,1423206.8557136864
41,1423206.8557136864
42,1423206.8557136864
43,1423206.8557136864
44,1423206.8557136864
45,1423206.8557136864
46,1423206.8557136864
47,1423206.8557136864
48,1423206.8557136864
49,1423206.8557136864
50,1423206.8557136864
51,1423206.8557136864
52,1423206.8557136864
53,1423206.8557136864
54,1423206.8557136864
55,1423206.8557136864
56,1423206.8557136864
57,1430181.157363687
58,1430037.5281936866
59,1430037.5281936866
60,1430037.5281936866
61,1430037.5281936866
62,1430037.5281936866
