,account_value
0,1430037.5281936866
1,1430302.8416836867
2,1430796.5744536866
3,1431448.3024936863
4,1431648.1446236866
5,1431206.5427336865
6,1430184.0779036866
7,1431170.5241136865
8,1437301.1913936865
9,1440483.3953136862
10,1448657.6493236863
11,1442047.1101736862
12,1442438.4566936863
13,1442869.5158036863
14,1447858.7273236862
15,1439588.9683536864
16,1442641.4268336864
17,1453292.4109436863
18,1449224.2651336864
19,1458368.2820936863
20,1466627.1347336865
21,1472495.0015036867
22,1472824.4960436863
23,1460138.4629136864
24,1457373.7487736864
25,1459943.713432517
26,1485093.5499420462
27,1498061.5427714684
28,1483822.1874559713
29,1507360.2940971735
30,1505086.319878221
31,1504202.4900737365
32,1497779.3849240998
33,1508893.375920389
34,1512441.4614072004
35,1513297.3149914653
36,1508117.081813083
37,1504788.0745816566
38,1514047.1358508382
39,1502728.529178193
40,1500146.4351687587
41,1493760.073255464
42,1480026.943009796
43,1484100.116858055
44,1512943.1667028584
45,1516583.6396951023
46,1527463.6052177295
47,1532362.2689077214
48,1538770.9002648464
49,1546155.706872457
50,1546191.9709202268
51,1529265.9819254277
52,1542686.30797924
53,1510398.922421092
54,1506795.763390825
55,1521606.0744092038
56,1513962.0401201895
57,1519834.8995709512
58,1528867.1532618606
59,1545908.9397314072
60,1544533.2783703522
61,1551614.0545392854
62,1553636.1188796076
