quarter_date,rank,permno,permco,ticker,comnam,mcap
2016-04-01,17,83443,540,BRK,BERKSHIRE HATHAWAY INC DEL,180369156926.06998
2016-04-01,18,14541,20440,CVX,CHEVRON CORP NEW,177506284560.0
2016-04-01,19,10104,8045,ORCL,ORACLE CORP,170808443399.99997
2016-04-01,20,66181,5085,HD,HOME DEPOT INC,168960454879.50998
2016-04-01,21,26403,20587,DIS,DISNEY WALT CO,161639639899.99997
2016-04-01,22,92602,52978,PM,PHILIP MORRIS INTERNATIONAL INC,154736688750.0
2016-04-01,23,59328,2367,INTC,INTEL CORP,153034200000.0
2016-04-01,24,13856,21384,PEP,PEPSICO INC,151652364860.0
2016-04-01,25,89525,43613,CMCSA,COMCAST CORP NEW,149586254370.0
2016-04-01,26,22752,21188,MRK,MERCK & CO INC NEW,149031408300.0
2016-04-01,27,92611,52983,V,VISA INC,148905374290.0
2016-04-01,28,12490,20990,IBM,INTERNATIONAL BUSINESS MACHS COR,146553570120.0
2016-04-01,29,76076,10486,CSCO,CISCO SYSTEMS INC,144371551490.0
2016-04-01,30,59408,3151,BAC,BANK OF AMERICA CORP,140016153000.0
2016-07-01,1,14593,7,AAPL,APPLE INC,517150591850.0
2016-07-01,2,10107,8048,MSFT,MICROSOFT CORP,399457280000.0
2016-07-01,3,11850,20678,XOM,EXXON MOBIL CORP,389117976240.0
2016-07-01,4,84788,15473,AMZN,AMAZON COM INC,343972315260.0
2016-07-01,5,22111,21018,JNJ,JOHNSON & JOHNSON,333625610760.0
2016-07-01,6,12060,20792,GE,GENERAL ELECTRIC CO,289571238930.0
2016-07-01,7,66093,21645,T,A T & T INC,267621403140.0
2016-07-01,8,13407,54084,META,META PLATFORMS INC,264464040000.0
2016-07-01,9,14542,45483,GOOG,ALPHABET INC,239948601773.42
2016-07-01,10,38703,21305,WFC,WELLS FARGO & CO NEW,238773567440.0
2016-07-01,11,65875,20288,VZ,VERIZON COMMUNICATIONS INC,229193480000.0
2016-07-01,12,55976,21880,WMT,WALMART INC,226923068070.0
2016-07-01,13,18163,21446,PG,PROCTER & GAMBLE CO,225671812560.0
2016-07-01,14,47896,20436,JPM,JPMORGAN CHASE & CO,224006930340.0
2016-07-01,15,21936,21394,PFE,PFIZER INC,215726678930.0
2016-07-01,16,14541,20440,CVX,CHEVRON CORP NEW,196291713300.0
2016-07-01,17,11308,20468,KO,COCA COLA CO,195198098880.0
2016-07-01,18,83443,540,BRK,BERKSHIRE HATHAWAY INC DEL,180756044595.99
2016-07-01,19,10104,8045,ORCL,ORACLE CORP,168454747800.0
2016-07-01,20,66181,5085,HD,HOME DEPOT INC,161248187340.0
2016-07-01,21,22752,21188,MRK,MERCK & CO INC NEW,160379368500.0
2016-07-01,22,26403,20587,DIS,DISNEY WALT CO,159047891230.0
2016-07-01,23,92602,52978,PM,PHILIP MORRIS INTERNATIONAL INC,157112017920.0
2016-07-01,24,89525,43613,CMCSA,COMCAST CORP NEW,156827431680.0
2016-07-01,25,59328,2367,INTC,INTEL CORP,154842000000.0
2016-07-01,26,13856,21384,PEP,PEPSICO INC,152573767709.99997
2016-07-01,27,12490,20990,IBM,INTERNATIONAL BUSINESS MACHS COR,146250220299.62
2016-07-01,28,76076,10486,CSCO,CISCO SYSTEMS INC,144855705600.0
2016-07-01,29,92611,52983,V,VISA INC,141868833680.0
2016-07-01,30,13901,21398,MO,ALTRIA GROUP INC,135032453500.0
2016-10-01,1,14593,7,AAPL,APPLE INC,606307606360.0
2016-10-01,2,10107,8048,MSFT,MICROSOFT CORP,446712498540.0
2016-10-01,3,84788,15473,AMZN,AMAZON COM INC,397451495250.0
2016-10-01,4,11850,20678,XOM,EXXON MOBIL CORP,360965882500.0
2016-10-01,5,22111,21018,JNJ,JOHNSON & JOHNSON,325049546370.0
2016-10-01,6,13407,54084,META,META PLATFORMS INC,300162870000.0
2016-10-01,7,14542,45483,GOOG,ALPHABET INC,266561012159.99997
2016-10-01,8,12060,20792,GE,GENERAL ELECTRIC CO,265610946120.0
2016-10-01,9,66093,21645,T,A T & T INC,250817040000.00003
2016-10-01,10,47896,20436,JPM,JPMORGAN CHASE & CO,240232922820.00003
2016-10-01,11,18163,21446,PG,PROCTER & GAMBLE CO,236667762760.0
2016-10-01,12,55976,21880,WMT,WALMART INC,222745508580.0
2016-10-01,13,38703,21305,WFC,WELLS FARGO & CO NEW,221146325010.0
2016-10-01,14,65875,20288,VZ,VERIZON COMMUNICATIONS INC,211478547760.00003
2016-10-01,15,21936,21394,PFE,PFIZER INC,204291159359.99997
2016-10-01,16,14541,20440,CVX,CHEVRON CORP NEW,193273974000.0
2016-10-01,17,83443,540,BRK,BERKSHIRE HATHAWAY INC DEL,184363992855.56998
2016-10-01,18,11308,20468,KO,COCA COLA CO,181402698870.0
2016-10-01,19,59328,2367,INTC,INTEL CORP,178470739999.99997
2016-10-01,20,22752,21188,MRK,MERCK & CO INC NEW,172880804160.0
2016-10-01,21,10104,8045,ORCL,ORACLE CORP,160079098550.0
2016-10-01,22,59408,3151,BAC,BANK OF AMERICA CORP,159501008370.0
2016-10-01,23,66181,5085,HD,HOME DEPOT INC,158771259000.0
2016-10-01,24,76076,10486,CSCO,CISCO SYSTEMS INC,157952151000.0
2016-10-01,25,89525,43613,CMCSA,COMCAST CORP NEW,157756451720.0
2016-10-01,26,92611,52983,V,VISA INC,156309921240.0
2016-10-01,27,13856,21384,PEP,PEPSICO INC,155250309750.0
2016-10-01,28,92602,52978,PM,PHILIP MORRIS INTERNATIONAL INC,151130276340.0
2016-10-01,29,12490,20990,IBM,INTERNATIONAL BUSINESS MACHS COR,150650572840.0
2016-10-01,30,26403,20587,DIS,DISNEY WALT CO,148640771489.99997
2017-01-01,1,14593,7,AAPL,APPLE INC,610695328400.0
2017-01-01,2,10107,8048,MSFT,MICROSOFT CORP,483743400000.0
2017-01-01,3,11850,20678,XOM,EXXON MOBIL CORP,376892926770.0
2017-01-01,4,84788,15473,AMZN,AMAZON COM INC,359500580460.0
2017-01-01,5,22111,21018,JNJ,JOHNSON & JOHNSON,315146426880.0
2017-01-01,6,47896,20436,JPM,JPMORGAN CHASE & CO,312131968720.0
2017-01-01,7,38703,21305,WFC,WELLS FARGO & CO NEW,281248968000.0
2017-01-01,8,12060,20792,GE,GENERAL ELECTRIC CO,280342099100.0
2017-01-01,9,13407,54084,META,META PLATFORMS INC,275088440000.0
