,account_value
0,1730411.620323629
1,1726405.5358273261
2,1735205.9276224936
3,1727134.7866589697
4,1743757.7871674628
5,1743003.024074289
6,1747155.586028525
7,1761532.7886767148
8,1762102.3929967664
9,1762774.2089958226
10,1761312.7141119381
11,1764092.8636034136
12,1762048.8395890135
13,1724252.9899447765
14,1707034.707204583
15,1699483.102255182
16,1689963.491479274
17,1684206.1243448332
18,1670462.9396305103
19,1685027.0807112143
20,1678332.714852139
21,1677273.8945512106
22,1703009.2993531409
23,1701776.0456487895
24,1695225.1990601574
25,1689297.2728282935
26,1671590.5129481726
27,1661787.1750666467
28,1649910.9330991288
29,1649261.6461697933
30,1666752.0313330633
31,1667953.050157825
32,1676706.9669851395
33,1700081.3002693974
34,1716379.1709064082
35,1735856.694465104
36,1735944.7948488877
37,1736733.9228809667
38,1744167.985638062
39,1744030.9584913054
40,1733775.9786480204
41,1737828.7858003168
42,1734764.3223519851
43,1734582.7234581592
44,1725952.111977518
45,1739637.4541229703
46,1733294.8610699126
47,1738412.5119026662
48,1738149.339431048
49,1731857.9256549035
50,1738883.994840424
51,1703543.213115768
52,1715967.942384923
53,1722733.739550714
54,1722718.2337716809
55,1736567.8544956986
56,1738447.7977199517
57,1730619.0089447945
58,1708474.193873494
59,1714002.8570624264
60,1699438.9325540876
61,1704273.116007599
62,1702497.1224713428
