,account_value
0,1034475.7832548582
1,1049466.5019901793
2,1063726.9059110016
3,1069067.4281936516
4,1062126.3220034183
5,1052771.8544930844
6,1057487.4952073481
7,1061475.9343241085
8,1066256.7476439518
9,1059859.4292625582
10,1069514.0853413471
11,1074988.0166288111
12,1072630.7694343228
13,1081155.6615112957
14,1072951.1580117915
15,1076506.25594677
16,1092411.6367006002
17,1084752.2405693897
18,1070263.117324013
19,1079445.7817841496
20,1076768.0054472545
21,1088131.9817677482
22,1083417.8955541481
23,1086469.2243359932
24,1084512.818038157
25,1083393.8108727746
26,1079688.5153672087
27,1071547.7627378486
28,1070284.7892893166
29,1059927.8620054878
30,1061087.454887423
31,1046202.8261768669
32,1038206.459098864
33,1025951.6858902344
34,1015619.7876380371
35,1023831.2493279175
36,1031501.0300562348
37,1045298.8146722015
38,1049998.5408519197
39,1045155.3791854614
40,1050743.2123916382
41,1033764.1070678467
42,1030991.4445235962
43,1020076.0138099426
44,1018744.2192886109
45,1015937.4268806214
46,1009542.6608474487
47,1008649.1489951843
48,1019228.560314917
49,1005156.3782127136
50,998627.4958923096
51,991111.3154151672
52,985574.3078506226
53,966056.0384567017
54,961377.9214561218
55,958744.7648971314
56,951051.701393866
57,944507.3301093811
58,946282.7345931763
59,976133.2192809815
60,966628.2867019409
61,959993.5138595337
62,964880.4972312683
