,account_value
0,1264842.7986092956
1,1267618.1248163728
2,1276953.6154986236
3,1270574.4088655442
4,1279183.559073552
5,1287284.4447184647
6,1293368.9825371827
7,1294985.9321154489
8,1287469.2178027637
9,1291875.2740956352
10,1275393.8312880218
11,1276274.4974614265
12,1263359.119733918
13,1253271.532510865
14,1242437.2381383064
15,1242421.6502362373
16,1226630.3846379402
17,1230340.2818013313
18,1217815.8185902718
19,1215617.9009801033
20,1214134.646799195
21,1217440.2907429817
22,1195257.6565190437
23,1197365.751260865
24,1204562.047140229
25,1193028.1765080574
26,1185114.1916295174
27,1183684.2596112373
28,1177209.496183503
29,1170412.2607823494
30,1174969.232019532
31,1180799.7732983711
32,1185884.889692414
33,1201394.0912533882
34,1208694.0378819588
35,1219745.8925191048
36,1223524.8665104988
37,1225178.1288624885
38,1225465.6718083504
39,1219717.6117764595
40,1211411.0540944221
41,1196055.254587281
42,1205799.3527623299
43,1197985.5154397325
44,1197560.106763585
45,1198340.451980336
46,1189582.749681218
47,1202880.8143594102
48,1198027.1181752519
49,1188598.2437875108
50,1199584.0256440477
51,1187042.3335149125
52,1184033.9513985948
53,1183958.7406689958
54,1185252.354980214
55,1191998.4385697679
56,1191070.4817406968
57,1188334.186130269
58,1176632.5446202592
59,1182414.1303822831
60,1174085.8174798326
61,1172220.1930596665
62,1158258.0431001023
