,account_value
0,1380597.915887824
1,1379603.2618249427
2,1395802.7860732032
3,1408182.5419126349
4,1401477.0024988928
5,1401869.5082987947
6,1392673.848529565
7,1412410.7934110956
8,1413023.5122915583
9,1424102.7567308168
10,1429559.9687977706
11,1438813.555746852
12,1432245.3214170637
13,1443928.0054244949
14,1453167.7912162123
15,1465352.9740111858
16,1487625.7609249754
17,1518182.9093446895
18,1514716.5732972804
19,1535431.914208337
20,1525894.482257884
21,1527871.7584938002
22,1544304.1014739792
23,1507852.0033715698
24,1490346.3060185194
25,1500473.759995925
26,1507302.537529563
27,1494065.400921943
28,1505198.5817622442
29,1508639.36252349
30,1527852.2346383468
31,1527348.42770078
32,1524016.8674216967
33,1507423.686908948
34,1499587.3283752224
35,1488672.337577611
36,1484211.6504155933
37,1467034.7161888725
38,1453849.2893303463
39,1458929.8329599106
40,1465893.8199007618
41,1461437.108345624
42,1431872.6420415125
43,1412343.9677403327
44,1425368.7103363257
45,1429325.3180131142
46,1401961.8159685738
47,1394285.0355834572
48,1383542.0639359732
49,1407435.7164812328
50,1407659.0311224433
51,1414131.854094867
52,1409424.4301066315
53,1386339.52033797
54,1378595.0396239043
55,1415019.0630339996
56,1423281.0500425159
57,1419243.0688203631
58,1434983.375777608
59,1407766.7753385364
60,1445843.3293012439
61,1455371.7618135272
62,1453144.850261098
