,account_value
0,1364707.0321010225
1,1385634.2686862163
2,1386688.878820372
3,1402796.114826892
4,1403122.242537453
5,1410231.3631705751
6,1409217.5995412094
7,1403036.1301162895
8,1419708.36770672
9,1435385.3411108777
10,1434726.0964760047
11,1439379.7492246379
12,1442020.4003488754
13,1451428.723599128
14,1445451.8841155586
15,1461689.1663646107
16,1460044.3938010111
17,1432850.8080097546
18,1455730.1007153548
19,1470680.5385185997
20,1461926.876815606
21,1465703.390057819
22,1484580.9930752243
23,1480025.3911760366
24,1489589.308707608
25,1481358.3837896525
26,1456283.3711953273
27,1464964.188120968
28,1466619.0453535053
29,1458117.0042945505
30,1451924.137022596
31,1455000.5812633056
32,1480493.5193909002
33,1477246.4830586258
34,1471101.6126584252
35,1472162.4185339354
36,1477098.4190760823
37,1484174.4014869954
38,1485442.2265299405
39,1480810.3685659554
40,1451482.8679730196
41,1451491.0552093575
42,1465229.950463607
43,1460460.6812841618
44,1456519.462220142
45,1476251.3284659332
46,1478037.5797303233
47,1497070.817910311
48,1480245.9269929032
49,1485466.4491245577
50,1498282.3170945104
51,1514776.0494265396
52,1521294.848863654
53,1513185.301785388
54,1500185.6277044131
55,1495362.0656910574
56,1504701.5302024053
57,1503719.3094681741
58,1504777.7673629285
59,1496640.79520006
60,1497868.2980892595
61,1484723.5516436344
62,1505647.0824684952
