,account_value
0,1164077.4071748094
1,1167605.792960366
2,1154573.9043153618
3,1166761.920800576
4,1170495.2160161827
5,1168634.4884523246
6,1178953.5048135612
7,1179885.4784234855
8,1178172.103310952
9,1171054.693292031
10,1174423.9128393028
11,1175867.3435472343
12,1211231.093457589
13,1188135.783830056
14,1194933.6045812462
15,1209777.4957155082
16,1200588.2132696006
17,1202479.5434030388
18,1182986.3989652488
19,1188624.637591729
20,1187216.3217729423
21,1189101.8231843803
22,1195551.0353826378
23,1229792.679992089
24,1237871.3465398643
25,1248052.43533648
26,1228393.5793413017
27,1233963.9357351158
28,1251930.8233941887
29,1256916.5624173973
30,1278515.4674142692
31,1275629.2395185325
32,1290188.6826433036
33,1275345.4727681968
34,1278567.2768262718
35,1288780.3565343712
36,1304094.436419854
37,1276024.8222879265
38,1278731.2172731254
39,1285078.9596303795
40,1299682.9402402733
41,1301450.27993525
42,1289552.2663415764
43,1267242.9842618797
44,1265836.7338193748
45,1265980.1182264183
46,1280118.165400872
47,1271167.195201287
48,1269030.8681825493
49,1272881.2647680137
50,1259672.7686075065
51,1260093.1028665397
52,1245836.472829232
53,1263052.6554025505
54,1273110.979148278
55,1270801.1744512413
56,1289350.5096906517
57,1274952.4627927635
58,1270120.1995519493
59,1292901.6009839866
60,1232446.406329522
61,1208205.2124303672
62,1200901.8710397575
