,account_value
0,2083921.913300599
1,2099422.020184052
2,2092862.4594881646
3,2095940.0064991429
4,2112413.0411320585
5,2103579.196783709
6,2103892.7526248326
7,2101168.325135785
8,2137634.184552216
9,2129773.8633820033
10,2139799.6008692095
11,2147584.9804775766
12,2112564.724855318
13,2100618.197936109
14,2079907.7969895457
15,2077046.3328048466
16,2083692.0001919083
17,2088562.728888841
18,2095767.3538731574
19,2106182.23450219
20,2112763.1256933976
21,2104683.346111397
22,2135424.539508441
23,2135938.508213876
24,2128792.35453882
25,2132721.257021345
26,2125812.865971761
27,2108698.2833881825
28,2118599.0883256667
29,2113595.328478898
30,2134991.493463838
31,2114614.4011470596
32,2136761.546676832
33,2146520.8579703914
34,2147011.9819727205
35,2146602.121430112
36,2152049.289674968
37,2135942.1849114466
38,2136413.956813024
39,2117027.7004644703
40,2109125.5384662575
41,2108475.9336603936
42,2116579.5132595953
43,2117957.903746632
44,2102160.5802220334
45,2106989.442224832
46,2113737.2129009482
47,2125985.827125955
48,2118023.289013715
49,2108526.076015646
50,2097297.107387995
51,2103411.5095792897
52,2109601.8918240312
53,2109705.9053083276
54,2116119.775654517
55,2109526.761159309
56,2124737.237876378
57,2133465.0374059477
58,2120304.2520745485
59,2123623.306020257
60,2127961.76068578
61,2138608.370334881
62,2127238.5571919456
