,account_value
0,1320676.2227859434
1,1312813.4646286673
2,1314382.6424552319
3,1319168.177077802
4,1317285.8189923537
5,1343970.0295367748
6,1345728.3348758724
7,1345262.708018425
8,1348298.4732226126
9,1348551.030534278
10,1344977.0297561716
11,1338203.7224667785
12,1342795.0184325592
13,1326142.1825689983
14,1320696.8919215307
15,1337985.3410997628
16,1351622.4099002646
17,1347892.5876495568
18,1326183.8214169787
19,1315636.1367307217
20,1305952.4544076463
21,1344645.537657146
22,1343402.6927262708
23,1338240.6167258273
24,1339438.4420659498
25,1336360.6728203685
26,1337410.8152757199
27,1339476.1190465947
28,1330234.7351091995
29,1343428.4203245458
30,1352825.9819153987
31,1355043.7592383872
32,1348125.8911561954
33,1334937.2606505097
34,1326176.9904481936
35,1331279.3024532802
36,1345115.6098990845
37,1342931.5689062814
38,1338433.861180115
39,1359436.4608199995
40,1375761.8826286495
41,1369147.857751019
42,1369953.6333485318
43,1365594.795557794
44,1369576.7444464557
45,1373282.123368382
46,1388583.4730136732
47,1386038.406375105
48,1385573.894991283
49,1401745.1473026064
50,1400498.753337854
51,1390693.3101608427
52,1384945.8320353008
53,1391080.6024260854
54,1388118.8223932448
55,1379710.2908484563
56,1390961.8367511984
57,1393219.5180830725
58,1411794.4530499517
59,1431151.5936068818
60,1428499.1126663885
61,1429792.5280568313
62,1423687.7302959128
