,account_value
0,1025084.9276974327
1,1022461.0267452553
2,1021143.3750445207
3,1023867.4798044816
4,1020494.9842068304
5,1014827.5651247025
6,1022563.6093383493
7,1023715.711740534
8,1029867.9912030043
9,1027378.353002821
10,1014242.3865551444
11,1023308.3993899645
12,1015781.3042549909
13,1024068.3102548388
14,1025462.9399538446
15,1030458.827745505
16,1028796.616405957
17,1037776.7915038943
18,1032910.0008377122
19,1037633.0234482479
20,1035559.6416452073
21,1039704.2295359183
22,1048850.580281367
23,1059000.0673834768
24,1058294.7860777464
25,1042850.0032061363
26,1023091.8062092371
27,1031887.3859471767
28,1039590.4292708556
29,1038386.5079075508
30,1031756.6486521795
31,1021483.6725360922
32,1028115.0947264578
33,1032888.5538667166
34,1039504.9498014953
35,1036749.4717980189
36,1040215.7840478194
37,1048024.7023673578
38,1049470.4867449251
39,1056336.9339841905
40,1057282.0803744055
41,1059661.7070681546
42,1065370.2076887414
43,1059419.360758807
44,1057743.1948359539
45,1054105.430496767
46,1054282.9206222051
47,1061736.7952712844
48,1057422.1440889458
49,1052025.2354122696
50,1048464.2488774267
51,1037601.835552544
52,1016027.3528623128
53,1032439.4928108836
54,1034681.6314993243
55,1036867.4720412767
56,1046191.4633229359
57,1055375.1074328255
58,1050186.6586093428
59,1050438.8369748706
60,1059591.686180744
61,1061335.059245503
62,1064743.1809379268
