,account_value
0,1500432.3151454087
1,1502174.078275776
2,1490723.5504276454
3,1502394.7886521046
4,1481709.7166955648
5,1461952.9762233195
6,1457379.1887839758
7,1450487.1698767357
8,1435046.5305441115
9,1426922.8328530574
10,1435622.9741097428
11,1456917.7958380198
12,1460957.3890130136
13,1413915.5002332833
14,1433588.5356480624
15,1431854.7656772994
16,1385844.7724975196
17,1397122.5636858083
18,1407613.2979899086
19,1428325.4295272871
20,1450091.366181947
21,1441731.2141328799
22,1444946.0490070148
23,1457802.696226788
24,1466590.4146385563
25,1466187.4798264578
26,1475163.075593052
27,1494237.2996879078
28,1481084.8588633046
29,1485973.3284161985
30,1500825.9450652734
31,1506293.0674594303
32,1506193.409312706
33,1489810.2930416476
34,1495332.4576211513
35,1492681.624075852
36,1481087.5674904098
37,1449902.2149638871
38,1453289.1665306496
39,1441561.1825623706
40,1442799.955698599
41,1461302.831487705
42,1461652.809708287
43,1461050.5691043036
44,1471112.8945236849
45,1477431.9917225735
46,1496355.6288767653
47,1495077.1124707656
48,1492680.918514152
49,1507504.6919437991
50,1506192.5160904573
51,1510749.6605758267
52,1518554.6227534758
53,1517731.1371553587
54,1521902.8837380754
55,1523783.4344784813
56,1525910.2487069564
57,1518472.2799032675
58,1537776.05224434
59,1542722.7473869075
60,1548939.0121474313
61,1561626.7196191149
62,1558318.4903662102
