,account_value
0,1072614.649284527
1,1070141.3206407512
2,1065319.6761171306
3,1053101.39695377
4,1049164.8959772075
5,1047426.7927133524
6,1050474.647129246
7,1079468.9968378032
8,1058430.0148889506
9,1075422.0846406901
10,1086569.107021519
11,1088408.362186619
12,1081825.1770097697
13,1108466.5275003398
14,1123058.277271458
15,1141849.8196451152
16,1150233.3003389323
17,1155307.2518388713
18,1173416.991344639
19,1171083.8849412883
20,1168230.862629124
21,1146175.4620820964
22,1142515.8042337382
23,1151781.2440530742
24,1162457.637275883
25,1164989.5067026103
26,1122166.5154802287
27,1155552.1503831828
28,1168177.336090275
29,1166231.3443796122
30,1170587.7906877482
31,1163272.7930871928
32,1164843.2570230449
33,1170557.2429048503
34,1187072.1050035441
35,1200075.184013554
36,1202128.8108598674
37,1204480.5623094523
38,1188709.0144998515
39,1190471.0048524821
40,1215244.9679300273
41,1216358.8704263652
42,1219186.6374856913
43,1197095.7515947307
44,1178931.9524690593
45,1183549.0175325358
46,1190578.5863992656
47,1172446.2776567424
48,1185516.4038431132
49,1198385.4569780314
50,1198329.3835985148
51,1178392.5571138347
52,1169038.667026707
53,1162614.427787968
54,1169434.5652696574
55,1183244.0840265239
56,1174587.0229913676
57,1191666.6786653483
58,1195903.5595819438
59,1179985.1681253398
60,1190926.266773411
61,1189406.4004480327
62,1179670.928028294
