,account_value
0,1093575.6615442028
1,1101619.767121115
2,1101942.7786719934
3,1120563.2394907202
4,1116428.4723921958
5,1112424.8768256293
6,1115639.371641339
7,1113421.9466889682
8,1127545.2339402742
9,1142776.3367046923
10,1148566.7969303522
11,1156247.9068532144
12,1160200.511700527
13,1172509.1903278343
14,1178624.179092138
15,1188878.886378477
16,1185551.4033975338
17,1181715.070637972
18,1183692.0387166787
19,1191269.6633013987
20,1183025.72612266
21,1187488.643436783
22,1195869.5088279329
23,1205384.56186979
24,1208084.2714368152
25,1203910.2637678096
26,1205492.3128668608
27,1192934.3683128534
28,1188478.760992862
29,1201060.3533330304
30,1198191.5363507723
31,1234334.8861175193
32,1232194.6446213226
33,1246865.723414472
34,1253546.2626903295
35,1249785.588248159
36,1248952.5104405496
37,1256543.015300779
38,1227023.5667051268
39,1238588.0737170782
40,1220377.088891801
41,1217220.9220995416
42,1238255.2905965075
43,1235872.154342339
44,1252333.088259984
45,1264327.3548998574
46,1257268.8033841478
47,1255221.5709141179
48,1269752.0578030145
49,1248897.4776846862
50,1236462.8354739642
51,1247365.3753440252
52,1231653.8676319702
53,1207850.705795443
54,1198546.7501166074
55,1221980.5775891817
56,1233949.5440489585
57,1237905.960207991
58,1256755.8277175846
59,1258227.455210145
60,1268913.9445109016
61,1263120.366637853
62,1267812.6648724156
