,account_value
0,1858690.9240244112
1,1824785.377418227
2,1848843.9665290648
3,1848310.2079890126
4,1852270.3796317817
5,1839157.973256608
6,1856603.889396479
7,1877709.8199929078
8,1887231.6616037323
9,1883021.2567227741
10,1892668.097046021
11,1904281.595877083
12,1920104.929815139
13,1930039.2746533905
14,1917162.6368110473
15,1887555.5632768509
16,1892672.5609511642
17,1877850.0824807966
18,1858290.572867477
19,1863341.0659658492
20,1853644.755431383
21,1864379.2213942297
22,1874661.7318539508
23,1884476.2182622578
24,1880814.0834210545
25,1860438.1174363922
26,1859481.9382473105
27,1829080.7068799136
28,1818020.8342556944
29,1811341.3418650264
30,1787440.0083035633
31,1801159.934166929
32,1814170.5156831774
33,1826881.7420290222
34,1844878.502147328
35,1875933.4297838625
36,1857554.197393024
37,1885062.0458329297
38,1889029.4531337777
39,1881572.9641770958
40,1880561.9656638468
41,1872271.1883020152
42,1863912.1338477065
43,1881697.6921548294
44,1897791.8074799161
45,1892464.2911229557
46,1894203.4347344593
47,1878696.4135134798
48,1872978.5742771341
49,1874687.3548543986
50,1890656.0536988575
51,1908236.1543678162
52,1912525.153495206
53,1917347.5198208103
54,1910960.5956032597
55,1908477.033179667
56,1911689.1017871103
57,1900838.3534426745
58,1933083.2710763842
59,1967117.8423844902
60,1963879.1163825102
61,1954239.1559890003
62,1967569.9050475552
