,account_value
0,960164.3522829936
1,949492.4404890746
2,963516.3656373611
3,977059.1568174872
4,975859.7115957664
5,986105.2529589153
6,991062.1600836822
7,996726.1109086915
8,995346.6218368217
9,994170.5373095507
10,984720.2520025894
11,983174.7189572377
12,990913.6987476125
13,978244.4725136881
14,967811.6787239795
15,974801.7141914236
16,987212.2504319587
17,984548.7474735891
18,972730.749733945
19,970898.7493083546
20,956268.3675051493
21,971569.4869387875
22,969121.3142425658
23,962682.5241555888
24,961857.551541295
25,953667.8506659976
26,952297.9856394659
27,955141.8091221702
28,939435.3548767418
29,954506.6667472601
30,962284.5648837524
31,962118.3783754391
32,961989.9131829115
33,954783.6755597448
34,940004.6261111088
35,938497.8728317624
36,943712.5636522446
37,937418.5983588039
38,924652.7702741572
39,936032.8056862727
40,990866.3263099357
41,972313.4244083627
42,980042.1396727436
43,1003109.4850863758
44,1003490.3584874086
45,1003835.8929026532
46,1014052.4849572554
47,1032945.8501715045
48,1027342.7738925433
49,1044407.3093441171
50,1041463.8761153715
51,1026647.919612017
52,1026321.1833176585
53,1014919.376015861
54,1006524.26455918
55,1011076.0528236981
56,1016893.6625448023
57,1020634.8985444098
58,1030186.0104619893
59,1039291.3459591055
60,1041589.7683629775
61,1032956.860209866
62,1016773.0267561069
