,account_value
0,1873025.1776491622
1,1842826.3590514932
2,1855488.2053691365
3,1856927.330075398
4,1850008.5201920923
5,1847583.4591697059
6,1866153.3151308754
7,1883886.8953686568
8,1926110.990070453
9,1936943.2047922388
10,1940443.9962122822
11,1947054.2165985778
12,1959072.9918474108
13,1964254.5807118395
14,1942368.03351594
15,1939639.8238370712
16,1945273.0387990107
17,1926755.2745062404
18,1916889.1873193653
19,1912928.2021943792
20,1913813.7450638402
21,1931542.5180531554
22,1942647.0622912687
23,1957937.8752653555
24,1954316.7152172267
25,1938120.0030591076
26,1942713.166770484
27,1920483.356902425
28,1917102.9240787805
29,1913157.3420723872
30,1901039.7701448458
31,1914350.2407506946
32,1925209.207455946
33,1928776.698508049
34,1937546.9611546441
35,1955613.8876838277
36,1922551.2604715636
37,1918391.2788774406
38,1927930.4937538302
39,1936254.1796639427
40,1929192.8377238954
41,1916143.825279833
42,1920471.5520889396
43,1948560.9746210256
44,1959939.8510727757
45,1966716.2655292489
46,1985274.4119272383
47,1965524.8240632333
48,1955104.0574062376
49,1953271.2869415027
50,1961070.4811190306
51,1977661.1560212648
52,1978840.3001376772
53,1987677.7453656544
54,1981604.416850931
55,1977553.316750157
56,1974582.1372811976
57,1968982.8010185375
58,1986204.705716292
59,2000896.1672222267
60,2004019.6072253385
61,1973981.0226201375
62,2002648.7749623624
