,account_value
0,1289293.3799007824
1,1285221.3420108594
2,1276895.8916566265
3,1283526.6219822948
4,1296691.3043294933
5,1279736.1248974714
6,1280825.9373706921
7,1280380.127367129
8,1282784.0554104107
9,1282158.4428432873
10,1283470.7292979306
11,1272460.6277899807
12,1284455.4872151213
13,1269497.8364397457
14,1254400.7075333889
15,1260463.7216578245
16,1265071.397163432
17,1270727.2612827253
18,1274559.8849607743
19,1285686.0085776718
20,1287482.8334681902
21,1291299.6573958024
22,1296079.309260226
23,1300893.6260174282
24,1289661.5769680508
25,1294020.4294537075
26,1283599.7171963223
27,1296046.3207558163
28,1302966.5162857466
29,1306159.43200307
30,1310320.4818192015
31,1291547.0019684325
32,1289913.0517483244
33,1292156.7740993986
34,1286701.4653282652
35,1294199.7076397429
36,1296877.6374245177
37,1288889.0466652403
38,1283790.556156207
39,1275036.868047763
40,1267204.0049667845
41,1273056.1649418364
42,1275464.78299718
43,1278403.4309070767
44,1264972.4468052853
45,1260450.5309912518
46,1262961.7581335858
47,1271994.4101435498
48,1270020.3821150616
49,1267020.2691141919
50,1260546.3214513578
51,1269140.0381191054
52,1268187.343638484
53,1262190.8605890912
54,1261604.4214754743
55,1261805.160692851
56,1271995.8011939954
57,1287355.2472172002
58,1279930.4886672888
59,1285544.8588740912
60,1277428.6879062871
61,1285069.0867821379
62,1274767.5553642912
