,account_value
0,1024975.933534598
1,1033085.9179190526
2,1050903.5919669196
3,1052080.8667364263
4,1058911.6852708007
5,1056478.2788823324
6,1055988.6041157185
7,1072095.1596468834
8,1076351.2994175996
9,1078256.5968082387
10,1070330.4678741472
11,1074053.4540024088
12,1088318.0669610875
13,1086762.706552507
14,1084221.5310186946
15,1090855.8750163156
16,1097753.9001553254
17,1137115.1244961785
18,1129464.3254784925
19,1115464.0231189283
20,1095637.3793175279
21,1107139.485629142
22,1106411.401160691
23,1106511.174464134
24,1105285.9845021744
25,1110710.6462482465
26,1108897.2954513908
27,1089337.6528717102
28,1081061.6300387348
29,1079810.985481443
30,1077101.1589550984
31,1072337.7598365876
32,1067353.350949586
33,1077661.6485507877
34,1066384.8797888106
35,1076339.0169531035
36,1089832.9365681168
37,1106019.0282249285
38,1110814.4474760122
39,1111531.58251518
40,1121167.8012872983
41,1111799.2864569705
42,1103156.1258725899
43,1096443.017601562
44,1099051.176680174
45,1104383.1651131376
46,1100896.0745787213
47,1080333.4055843153
48,1096141.061357069
49,1083212.4076922983
50,1088277.0226126711
51,1086208.9933473824
52,1078193.1954972902
53,1059257.3591131573
54,1060800.3678454664
55,1058368.9123084433
56,1042809.08329177
57,1040486.5862631681
58,1046978.8969188578
59,1041991.6553042692
60,1033171.7743747754
61,1023261.8074760681
62,1019309.5186126383
