,account_value
0,1127555.4947866674
1,1130466.235896711
2,1113795.1788921065
3,1134014.4478969562
4,1140688.301743373
5,1136978.3887675114
6,1143233.3409226183
7,1149327.804238773
8,1144473.8608258278
9,1118488.5893049715
10,1129972.1610212594
11,1136320.4108889226
12,1131834.767379411
13,1145591.2103394936
14,1145555.9394781317
15,1145008.4911428792
16,1134505.2520841442
17,1143486.595861401
18,1142585.382543655
19,1136897.9769674973
20,1144399.9425912364
21,1140937.3501792003
22,1152372.6040944934
23,1155622.3944609656
24,1153196.6728559413
25,1156837.254672834
26,1160410.236643533
27,1154448.7078764583
28,1154342.077451335
29,1163712.820166101
30,1155417.5259943842
31,1147183.8267738428
32,1144556.3647902801
33,1154600.8515901808
34,1156799.7727335673
35,1156094.1062855783
36,1160022.8937338796
37,1146276.2939160804
38,1155750.4862251466
39,1150188.016210954
40,1144891.2180814978
41,1143263.8954653349
42,1139719.768211091
43,1138778.0534728076
44,1134271.2995208013
45,1136718.023464867
46,1138209.7665165463
47,1131776.829485123
48,1134206.8880520216
49,1123809.0809171866
50,1127530.3724165196
51,1128339.293736783
52,1123870.9346979817
53,1106489.2285816476
54,1111494.141262568
55,1122724.7393939598
56,1137489.6592709024
57,1130618.1300088791
58,1128197.175151453
59,1107694.100911506
60,1113412.8032878872
61,1095009.2623634716
62,1109334.5800938422
