,account_value
0,1124204.15399894
1,1139040.1108566977
2,1129084.770882874
3,1128161.2642819372
4,1111806.6855013738
5,1114629.8763393445
6,1108217.2987651106
7,1114556.8152311216
8,1119008.4114061552
9,1128264.5524926954
10,1142087.8773216826
11,1150424.9202764211
12,1152103.267134543
13,1146743.8765419356
14,1153307.3020874925
15,1157989.4180161424
16,1153173.1958615251
17,1159389.5013729997
18,1162799.3584477373
19,1171190.0638806291
20,1177267.6225964495
21,1177845.0100151964
22,1187316.4962841936
23,1196829.7489144274
24,1201419.4734036394
25,1206574.9698445268
26,1211016.1779076525
27,1224513.7245537706
28,1221089.832967467
29,1223255.5735547014
30,1210286.2862603136
31,1214132.246762938
32,1207876.6856972643
33,1192417.4617039629
34,1195174.9782902666
35,1190801.2100617357
36,1183757.6169678636
37,1183049.8335987993
38,1199558.7014729448
39,1197666.441560454
40,1204766.374978728
41,1202986.3066899248
42,1199784.1919037767
43,1197093.8148724504
44,1193776.9035851427
45,1185253.4846074053
46,1185018.1517388292
47,1182710.182643599
48,1182659.9356591173
49,1185692.7630974718
50,1195169.1416375109
51,1200419.9151513048
52,1199604.645276732
53,1218467.2527005144
54,1211923.3276745745
55,1206096.3593728014
56,1202747.2147423693
57,1206963.6304356523
58,1213705.052133269
59,1214682.3021733232
60,1216248.6594826647
61,1214201.194678969
62,1207202.2421471544
