,account_value
0,1522622.2346516228
1,1518456.687294075
2,1489846.9531234654
3,1515700.2321463788
4,1531365.7905645592
5,1541534.9332770952
6,1560943.3746479205
7,1576092.7658364456
8,1608342.3711931913
9,1603779.9630378506
10,1628384.08955349
11,1627367.4222976926
12,1611217.5132279855
13,1599943.145097772
14,1604199.464859942
15,1589638.4111315545
16,1574280.6113282596
17,1555441.3132158185
18,1546992.5015867439
19,1550701.399588941
20,1565831.991463031
21,1557751.5216329824
22,1554669.6175231833
23,1563342.6790518814
24,1553145.2040934595
25,1558891.052084548
26,1555623.2983758692
27,1562864.0511376578
28,1567931.144320441
29,1549105.3020270024
30,1526405.9219140206
31,1528618.984986743
32,1532990.6358166565
33,1522428.302574056
34,1516681.4857606841
35,1533465.6283682357
36,1503159.9813849127
37,1464506.6259177364
38,1496887.6328753694
39,1489805.8573798565
40,1509187.5662770835
41,1481819.5882330816
42,1471445.0854490744
43,1469875.5626469152
44,1457337.1486041583
45,1479944.2429288905
46,1495153.5449131073
47,1478709.90826534
48,1498785.4743033955
49,1494856.8665220104
50,1497071.0163396865
51,1519277.854288655
52,1521297.2579225518
53,1513338.889203895
54,1505494.8273440711
55,1472565.421618393
56,1476548.4315018686
57,1475204.3400264566
58,1487669.9228582429
59,1390402.3261548192
60,1300272.8767957513
61,1278927.4690907607
62,1263011.3581496864
