,account_value
0,1153869.4015812762
1,1150307.4757573702
2,1161992.3203788798
3,1168450.8851354755
4,1159235.4683468936
5,1182703.0361291317
6,1176208.4342207683
7,1179359.2245797503
8,1183906.162551987
9,1173622.111189175
10,1164598.6155751767
11,1174675.924774014
12,1184380.3755845989
13,1162701.3283356784
14,1150591.445794678
15,1172087.8797901692
16,1187960.0113181078
17,1186033.0644834866
18,1169132.2188791316
19,1162325.1818330577
20,1133981.7751704028
21,1161085.3243411467
22,1166954.449535599
23,1158014.3952852786
24,1143925.6179776215
25,1120257.4900443195
26,1110511.503906792
27,1110006.199262322
28,1082124.6991463092
29,1096813.6067629626
30,1110961.2305238273
31,1088067.5555569003
32,1062013.48308931
33,1058564.4374521964
34,1057476.9077206673
35,1045705.9671035827
36,1047030.1730744537
37,1038928.639482306
38,1024244.6525796568
39,1022692.3091927551
40,1057683.8194944824
41,1041570.1121504272
42,1051245.7010939086
43,1066182.5160162414
44,1060663.8148024047
45,1055013.0980131591
46,1058351.4979612792
47,1058131.7932569946
48,1083956.468805548
49,1085038.0844480956
50,1087546.691904303
51,1057988.935503241
52,1063671.998934027
53,1063925.6602232421
54,1055865.3268911804
55,1075790.230989691
56,1088530.5325186218
57,1086578.6173346008
58,1093743.7547857726
59,1081822.493868109
60,1076217.7770445312
61,1064590.7227919067
62,1036926.6813871826
