,account_value
0,1343853.2419096935
1,1299351.814413867
2,1323491.753386243
3,1337715.2661324262
4,1327364.8618954632
5,1315939.3737398572
6,1343856.5056576175
7,1322634.2310833754
8,1351342.29701775
9,1394417.1886579457
10,1422088.0971878315
11,1425907.411297238
12,1439349.5197483362
13,1442870.3824850586
14,1444531.7500729302
15,1450800.3859795246
16,1475486.083718125
17,1467485.6843441261
18,1453185.6382936062
19,1455155.1246387416
20,1490076.1075070316
21,1500099.1757700893
22,1547123.3177887849
23,1575067.5068508093
24,1585081.5254771907
25,1599085.0162771416
26,1602350.0792602368
27,1591698.8030879656
28,1590144.099816106
29,1558200.970599374
30,1563058.5999995004
31,1558931.8337362944
32,1581603.5573796425
33,1571055.3194309685
34,1585159.2957741232
35,1579771.9533035208
36,1589015.8000481084
37,1602843.0524100943
38,1591941.4560102234
39,1590094.2730052762
40,1608192.8824583048
41,1624618.519119224
42,1630293.2119764767
43,1633614.2582269188
44,1612076.6664101998
45,1588550.1425239558
46,1612722.6650858363
47,1606801.1518403944
48,1614889.953039154
49,1624980.1472060594
50,1636994.4375522742
51,1655904.119371482
52,1658033.6270304238
53,1690159.3207099694
54,1724495.9954495567
55,1732863.1308774734
56,1737302.9774341967
57,1752082.427074
58,1773954.8957021425
59,1760062.8805079681
60,1754367.1896506422
61,1769820.110108081
62,1788039.0017857265
