,account_value
0,1125650.3803844876
1,1116942.1229880617
2,1105893.4694933647
3,1115270.5949544448
4,1131385.3645999783
5,1113525.6214952532
6,1112279.5577580149
7,1126438.196981527
8,1122512.4488788838
9,1118439.67995678
10,1131769.975462727
11,1146454.1368739095
12,1135273.813712169
13,1103246.64322153
14,1109994.831820362
15,1087516.8142277577
16,1098839.63177137
17,1133538.7426105475
18,1103037.2409993014
19,1103824.520315101
20,1102961.2206261032
21,1133597.812195565
22,1100407.4219107148
23,1099873.5247478113
24,1075947.1141941391
25,1076292.763498466
26,1072201.785317768
27,1074311.7912656872
28,1089059.7122630836
29,1097583.4727290156
30,1112465.744619456
31,1075282.152047662
32,1060683.8146655685
33,1065964.7390493024
34,1092110.5275983084
35,1093287.6550703375
36,1093529.3866205877
37,1101731.4545662631
38,1121622.0471070716
39,1114105.547660449
40,1108225.3428084725
41,1116339.7469906802
42,1102532.8689386435
43,1105331.8558308394
44,1122274.2680278267
45,1115580.5856340802
46,1089121.1587929954
47,1068622.8899357356
48,1038395.1852834891
49,1032589.4324761755
50,1034281.0056206482
51,1012439.4595117695
52,1004999.3348471145
53,1035360.8240137775
54,1033480.0803396264
55,1041293.6491021682
56,1068042.7503832225
57,1072198.6831400562
58,1059352.2414329103
59,1057820.3236111256
60,1050871.6152035797
61,1066870.5287393539
62,1060183.8609919494
