,account_value
0,1098515.36818715
1,1108945.776384008
2,1113264.1597669208
3,1131104.8217718485
4,1131573.3771541943
5,1121674.756306732
6,1124484.6809738798
7,1121583.464985779
8,1132976.8700463586
9,1143751.7792884295
10,1142503.6203350795
11,1154811.6188466158
12,1163445.781059298
13,1168360.020479013
14,1181987.1441937983
15,1182660.552428236
16,1178374.4365029398
17,1159222.8455871602
18,1160235.7742674847
19,1162527.1188070555
20,1160343.8921111117
21,1157376.3854837336
22,1162240.2897413522
23,1157542.8689726223
24,1173906.5779341052
25,1175919.738901153
26,1167658.5207098515
27,1165383.489768445
28,1159550.4100780026
29,1164991.1080468672
30,1166324.1265846544
31,1168970.788496014
32,1156120.624335462
33,1157653.8071953654
34,1148953.696482019
35,1151588.5293335856
36,1163105.900334897
37,1167282.548538448
38,1129930.209603206
39,1133563.9234696107
40,1117571.5807360979
41,1107262.6044236757
42,1126301.8551240775
43,1119838.3127520385
44,1143126.0005429536
45,1165379.2250949836
46,1174141.4439480451
47,1177955.194876389
48,1192277.926903358
49,1181481.8876542568
50,1183174.0852394213
51,1198175.245393363
52,1194750.4792002898
53,1175243.2669483204
54,1157665.7231312837
55,1178783.3646766923
56,1187229.4810366847
57,1188552.2485594645
58,1202805.8479426794
59,1205349.507623287
60,1206542.8600485742
61,1203105.104750747
62,1199545.141977539
