,account_value
0,1075678.5855904007
1,1085444.1885914155
2,1080668.9697818605
3,1077740.6467500231
4,1070655.7164646531
5,1065296.626518116
6,1061719.5515916597
7,1076149.7301418306
8,1068728.0809891892
9,1084616.411125847
10,1083619.0202338372
11,1083968.8410731507
12,1081262.4384607165
13,1092076.554265404
14,1088593.1509528123
15,1098872.1138372575
16,1106588.474503754
17,1132680.353218506
18,1128085.4993160935
19,1113997.882310898
20,1117944.1745169756
21,1106121.9777367136
22,1108606.4379364129
23,1113570.998718464
24,1115712.0180342065
25,1129159.8077316477
26,1142458.1662281763
27,1158274.936472252
28,1160997.2415194665
29,1168513.861468197
30,1166582.624765194
31,1173822.1850969049
32,1166825.3555528375
33,1147587.0997850152
34,1151599.0988847467
35,1157026.8840181085
36,1164337.014305279
37,1141424.3594972345
38,1136425.4992753717
39,1121352.8950578424
40,1109458.866470501
41,1112703.0289384576
42,1107323.4837877008
43,1103830.4498597833
44,1114664.4464570733
45,1116440.2059175225
46,1129759.5080339166
47,1138562.5075685235
48,1102954.8008882257
49,1115508.0364610406
50,1100975.8433458062
51,1092451.0002824517
52,1096572.9205857965
53,1088704.2740098687
54,1074084.83850877
55,1074533.086708233
56,1046621.413711712
57,1030393.2257005426
58,1017961.578895733
59,1042707.3904267999
60,1033529.3339845391
61,1020969.7638475152
62,1049774.1823655816
