,account_value
0,1056257.588577122
1,1056182.7012608482
2,1053196.4965006998
3,1039075.4541911414
4,1034837.675874891
5,1032154.343524236
6,1033049.5977330747
7,1068274.2283396889
8,1054105.1871518136
9,1072282.6645010521
10,1084987.9658126275
11,1099790.1095211408
12,1089122.0088610318
13,1126862.8830383993
14,1137744.9267404978
15,1138194.1636466377
16,1152030.2054474878
17,1177330.0472365879
18,1208250.6484462195
19,1206658.9696657667
20,1211223.6780452412
21,1194626.6412243547
22,1198364.7383687505
23,1221052.911228367
24,1229893.8350713293
25,1235812.9457903372
26,1207255.2626782428
27,1238693.4792737656
28,1246022.2028267297
29,1248251.6967915434
30,1241544.182498452
31,1239930.5617754187
32,1240852.334972032
33,1245846.106218985
34,1241548.312818772
35,1263547.1352406114
36,1266973.8835996527
37,1268694.9989233173
38,1248128.7915808994
39,1255813.4481324337
40,1273489.3752616446
41,1267626.55598238
42,1266534.3367975194
43,1243915.1011626709
44,1231484.8988101396
45,1230540.888357938
46,1239337.2580160226
47,1227145.493595722
48,1250285.019404982
49,1254191.6330272767
50,1250527.0433602582
51,1228173.7607497002
52,1225525.4675564792
53,1226285.381266817
54,1238364.4555932395
55,1260157.208523
56,1242819.4622627797
57,1256600.7539111322
58,1266401.6386170222
59,1253602.9008140622
60,1262424.8395538686
61,1260839.5336956626
62,1254080.263975261
