,account_value
0,1328834.584683942
1,1323216.7048627916
2,1337074.3066846803
3,1348235.3195600645
4,1345723.1031798099
5,1356048.8302199624
6,1336906.0658668154
7,1347641.7877294025
8,1354627.4667643704
9,1382881.711341988
10,1366577.657077366
11,1368771.4562392167
12,1370641.468476741
13,1348304.0060696471
14,1341469.749538349
15,1364093.6279343236
16,1376174.9285016526
17,1370605.4761996735
18,1349372.6262446512
19,1337563.0317216981
20,1320205.4369310606
21,1345968.0669980515
22,1346960.386430012
23,1350903.267197894
24,1336439.1894159187
25,1330100.5791042913
26,1323368.6024533976
27,1329157.5666988958
28,1309969.389589833
29,1325848.5120295752
30,1337854.5740132201
31,1328524.2809046376
32,1312930.2318925727
33,1302138.4582502712
34,1287709.0626461972
35,1277761.7213712204
36,1284302.347200619
37,1285451.8559635151
38,1269376.1718765367
39,1281452.2609724272
40,1318691.803513037
41,1304774.499852525
42,1314446.9383596051
43,1326872.1019812692
44,1329221.6140164007
45,1329044.7574518193
46,1333676.380172478
47,1338684.7481967676
48,1338739.1099760402
49,1347215.8298635948
50,1348830.0491658319
51,1323246.246106552
52,1322797.688403057
53,1316804.9246302117
54,1309329.820993768
55,1313141.098719703
56,1323107.1149143446
57,1313812.5947080124
58,1327799.2465958465
59,1332483.5620958079
60,1329774.8208286632
61,1325453.2645763624
62,1303967.1826115716
