,account_value
0,1065176.8641402551
1,1074680.2866105947
2,1073332.0211730867
3,1073189.8536826978
4,1065819.0020121662
5,1063688.3302378065
6,1051563.47906323
7,1065529.9339452095
8,1057128.7717789568
9,1078013.79343846
10,1073827.240753176
11,1071978.894413747
12,1066160.5036223454
13,1080434.4030291275
14,1077042.558934321
15,1086109.8581126633
16,1088107.8872492514
17,1104928.996345506
18,1093771.715462154
19,1080766.820256657
20,1081140.3508002968
21,1067591.7121191963
22,1078503.7209116952
23,1080041.1672233245
24,1089554.055763356
25,1106168.2062410563
26,1121845.0546482054
27,1137022.0532688922
28,1136840.597130118
29,1140145.5105230554
30,1138124.9251005026
31,1142706.6722782978
32,1133019.252527522
33,1116818.5220943207
34,1126122.4148530914
35,1124458.893564017
36,1138368.1364777058
37,1111412.3683338542
38,1111025.6619366514
39,1091280.008474991
40,1080617.5316757027
41,1078385.8516612542
42,1073558.3041132905
43,1068156.9714667154
44,1074652.4250172344
45,1084641.8215207483
46,1101176.928592531
47,1113781.517491572
48,1078906.6413287243
49,1084505.8927460022
50,1079946.9416553867
51,1068723.1835452646
52,1076722.47324154
53,1059967.7123474197
54,1035589.497208191
55,1030563.4302519549
56,1004087.1997960483
57,985372.3284812544
58,984845.136578204
59,1006891.5708291185
60,999230.9995342944
61,986713.237952042
62,1019934.0251779347
