,account_value
0,1209139.5005890795
1,1222156.832422896
2,1227888.0945418174
3,1235645.962194777
4,1238862.8550898654
5,1249850.3062742527
6,1264701.8892763737
7,1253385.5072931505
8,1249584.4927949435
9,1244198.466602164
10,1235278.0837066676
11,1244162.7871047447
12,1246970.8897356498
13,1266446.8200937735
14,1269047.6010338333
15,1257880.8608204774
16,1245633.9665212906
17,1256642.0710772711
18,1265798.867414933
19,1237756.06858763
20,1238548.9589297473
21,1239498.9413276394
22,1248096.8105581845
23,1247601.1809455592
24,1235815.5484270828
25,1240937.0530811774
26,1244452.8642758206
27,1257767.4922540118
28,1264228.6934237736
29,1268828.071781615
30,1275493.066859408
31,1280026.1263624637
32,1276268.0747399281
33,1282357.8413236872
34,1291810.7584879328
35,1293640.5675432156
36,1292561.1611072947
37,1298264.2220936879
38,1307551.4623487385
39,1309976.5868917033
40,1307306.7548679225
41,1295123.0361690319
42,1290635.051891444
43,1299103.9633436229
44,1301955.261679423
45,1292771.538851653
46,1295538.6088407638
47,1305124.108432286
48,1322346.2075172814
49,1319603.7769328316
50,1315923.0993506154
51,1303736.8871164233
52,1314361.5402717083
53,1311227.6766764324
54,1306645.0417668999
55,1304314.4238206185
56,1305663.609044522
57,1310255.4499598166
58,1311444.7592122848
59,1306415.9096048935
60,1295299.9280237549
61,1285552.235020272
62,1282121.82866911
