,account_value
0,1055768.5722792828
1,1056929.6259747546
2,1047550.3361740317
3,1066778.1152292031
4,1079027.8413349108
5,1076118.6506468805
6,1077939.2364959128
7,1077036.4539522473
8,1062281.469803527
9,1038099.2942420192
10,1058448.7950429907
11,1068535.4139276943
12,1072638.9876814506
13,1084203.7914047574
14,1089729.4967821857
15,1092792.2836789088
16,1084061.5635209458
17,1089998.8737646742
18,1084672.5612723213
19,1083285.5092133868
20,1082155.576458398
21,1074870.6494216002
22,1087216.8876125324
23,1096807.469565474
24,1094576.59876035
25,1100691.1070984998
26,1109830.3805370287
27,1114551.029956394
28,1117042.2144700405
29,1117505.1191498565
30,1109849.044491582
31,1096466.8930970484
32,1093816.84680971
33,1102788.012605713
34,1111587.1149315469
35,1116814.1253414021
36,1120500.0275352856
37,1113293.5134780412
38,1121734.0561028013
39,1116504.0472766524
40,1121339.4915504167
41,1123073.8686144112
42,1127173.9129525626
43,1122364.5190755136
44,1116608.180643893
45,1115574.2191500487
46,1115380.40202775
47,1111313.685648771
48,1119358.922820919
49,1111117.9759035804
50,1110950.3036868374
51,1108502.0892299826
52,1101502.6127616772
53,1078930.711997046
54,1073139.5915939882
55,1087588.180987468
56,1100905.6971826088
57,1099494.4892278633
58,1108517.8139226611
59,1087982.7060537534
60,1085511.9329867335
61,1069787.0187963657
62,1081632.737789185
