,account_value
0,1264207.838240158
1,1265567.2865490061
2,1301145.3523316467
3,1287180.0669573408
4,1302255.4642234538
5,1308273.8495007176
6,1319064.8297165397
7,1331827.6770678815
8,1318370.8546216814
9,1297069.9974839634
10,1288791.0674261495
11,1305648.5801110014
12,1317551.0258816222
13,1332160.3404805998
14,1330490.7276060465
15,1352943.2247439753
16,1352263.2854755204
17,1331177.6181366781
18,1322968.9075140168
19,1317546.223785268
20,1316437.3099650892
21,1331452.8189316764
22,1330698.696136578
23,1345091.0058571347
24,1328933.182427712
25,1317657.6860415915
26,1325092.8095702168
27,1334364.4894240408
28,1330375.0933871851
29,1339196.2908185825
30,1323485.6726447213
31,1314670.3507715382
32,1286036.5964133434
33,1280269.9309525886
34,1285527.573474911
35,1275386.6811459695
36,1285714.3440289916
37,1280548.6370144177
38,1288195.761012221
39,1296585.356406337
40,1324622.281333751
41,1335061.3454697998
42,1309686.764259996
43,1314965.9469297281
44,1291128.3747102872
45,1260563.6300776482
46,1260341.2536929
47,1275940.6337665685
48,1252633.415620844
49,1266566.4610436086
50,1255282.0900284436
51,1274298.350537849
52,1296932.341060945
53,1278131.9074176915
54,1281256.7205697868
55,1283423.2612389543
56,1281959.7865399153
57,1284786.0441606522
58,1304970.0835163717
59,1314331.452335927
60,1332912.523659264
61,1352387.4503901482
62,1330316.7506665152
