,account_value
0,1629851.7140003839
1,1620505.3738124182
2,1613060.2964502787
3,1617975.1989098587
4,1610138.3231735886
5,1611750.4064510127
6,1586695.5096268267
7,1585887.5112048932
8,1600722.346075857
9,1616465.079358836
10,1623472.2177754361
11,1614829.269929465
12,1609548.152831386
13,1629581.8408494676
14,1630759.819922703
15,1632003.9963702986
16,1629587.3613952864
17,1632115.7543520257
18,1642468.1412690356
19,1635889.8357247682
20,1621690.7772129448
21,1635121.9168044794
22,1642218.8796977252
23,1642917.9360272542
24,1645484.7069633938
25,1649987.970724672
26,1632444.2351575955
27,1631149.9375476534
28,1651442.8492702597
29,1650545.3646573976
30,1649510.6012091264
31,1644343.95656484
32,1661491.0299432538
33,1668532.2561960155
34,1660163.823964549
35,1660612.774619317
36,1668688.4623683472
37,1661846.827159334
38,1662653.6595217283
39,1667903.3978007408
40,1665246.9256178024
41,1672576.6214547383
42,1674305.1606082255
43,1669488.6915443852
44,1664406.6418075406
45,1672807.4367577212
46,1667927.3174105806
47,1651430.2445854775
48,1645248.3089846883
49,1642593.9535609751
50,1648987.4889821263
51,1663352.8863977154
52,1660191.198551445
53,1655468.8270487601
54,1653365.8755869996
55,1651843.7781409067
56,1674110.7908828119
57,1678189.5165576176
58,1666034.2046170458
59,1653980.436131616
60,1642095.9666345192
61,1623948.9575088508
62,1629027.2465074824
