,account_value
0,1993843.5723036244
1,1978895.2265222839
2,1987787.4284250662
3,2007498.1668082727
4,2004082.3403954986
5,2010468.7882786428
6,1986790.9580160193
7,2025035.2457832894
8,2035914.346872797
9,1993511.459055522
10,1983116.4319018857
11,1997870.6938852933
12,2012174.7860400388
13,2011387.2537357225
14,2007561.2636786646
15,2016750.4846478356
16,2027718.5502750596
17,2037429.5125785545
18,2027823.406368858
19,2065358.9190724115
20,2062160.2655335297
21,2051978.2142124046
22,2053514.5349339054
23,2027266.5751347505
24,2022338.2740681309
25,2030688.1852264248
26,2035985.8636896617
27,2025441.365022445
28,2028098.3762116688
29,1984017.1805293476
30,1995109.6810922401
31,2000817.159596373
32,2007938.9440525097
33,1992392.597546008
34,2007645.4818627727
35,1981002.9072752432
36,1993701.7463122294
37,1984618.4196821644
38,1977431.128838219
39,1981898.065093939
40,1971762.4716173592
41,1988264.7922669293
42,1965521.4441829203
43,1971151.1659247614
44,1976414.149328429
45,1968685.5476046614
46,1953199.6396542217
47,1953606.7282605018
48,1933160.2757926458
49,1955288.6308364854
50,1954137.7163063877
51,1967541.3183216138
52,1948743.610572986
53,1931277.892006568
54,1925798.3250987194
55,1956364.1411263302
56,1955088.1914996982
57,1972745.976218006
58,1987601.8863514492
59,1998623.8450320547
60,2037473.89096553
61,2046745.2517721069
62,2032081.4510272704
