,account_value
0,1782067.3762978737
1,1795159.2165237656
2,1777123.9027796201
3,1783646.170497329
4,1785565.133367499
5,1784696.5537524053
6,1783150.1122003496
7,1777271.7759596251
8,1811391.4613906369
9,1804788.156775755
10,1807764.7674736811
11,1809950.3951667566
12,1794841.3313164245
13,1787890.2230965523
14,1772236.6651959491
15,1759657.6680217076
16,1769514.799105769
17,1776648.9278951874
18,1778924.772348158
19,1778313.6151719484
20,1783846.4292403304
21,1780244.072336693
22,1802263.6633429467
23,1808824.656103684
24,1815741.300077403
25,1826411.768986534
26,1814117.9657873223
27,1808594.2408011272
28,1801668.1264690044
29,1802119.506173087
30,1827468.8075482221
31,1816013.005420905
32,1825376.870370164
33,1834381.7192619848
34,1835587.8682356237
35,1833828.0449861218
36,1838833.2548489827
37,1822564.4843941638
38,1827184.867391045
39,1806919.8466803974
40,1811712.7518134115
41,1816685.3562006603
42,1817173.0870835215
43,1812547.6204282166
44,1801562.0614696655
45,1806806.9388638206
46,1807583.918673328
47,1811109.618435663
48,1830203.0216731336
49,1826581.2491093266
50,1814090.1752077094
51,1820463.7802163947
52,1831743.368335074
53,1837408.625676266
54,1860641.0424887722
55,1843790.6617108218
56,1844726.3486276218
57,1863040.4189567943
58,1863921.008296213
59,1863158.3684083433
60,1872114.3368921482
61,1876983.8875543787
62,1877148.3711665284
