,account_value
0,1772782.146270222
1,1778387.3629345037
2,1767449.7594563526
3,1784783.6167434051
4,1798509.3554247592
5,1787364.333709247
6,1782989.4350582403
7,1789119.1226764405
8,1820924.2276019142
9,1824877.285698338
10,1835684.4896992561
11,1828395.801016875
12,1830360.0495277643
13,1824032.7394846524
14,1818029.4371936142
15,1804143.885521754
16,1819587.96875828
17,1814877.5984389544
18,1817538.34372537
19,1817166.4876301654
20,1820444.5145163091
21,1818950.73323269
22,1841042.7013325214
23,1840361.9855327415
24,1837139.6190322384
25,1827334.136285089
26,1824527.184103465
27,1819688.9640267247
28,1822882.2809126636
29,1822102.2493098718
30,1844351.450704281
31,1829504.0512825735
32,1837211.031795023
33,1843727.1866507928
34,1844288.541317856
35,1844370.0565254383
36,1837046.7354557316
37,1830862.2023022873
38,1842969.032491834
39,1821420.3622143622
40,1817736.0837061065
41,1832324.7665116696
42,1842204.4678965993
43,1855000.2846127213
44,1845975.1758831912
45,1854490.693467857
46,1854311.78481343
47,1866557.8963699546
48,1871083.6705118353
49,1871345.465764619
50,1864357.7816521144
51,1865832.0050557575
52,1863518.9531466644
53,1862476.9335290776
54,1874366.2269533535
55,1874118.7183155785
56,1885209.0794021667
57,1893121.7060554852
58,1882881.6452635059
59,1887545.8938262565
60,1896264.5767721473
61,1897278.4415348354
62,1885580.9603094733
