,account_value
0,2226114.3444800936
1,2233589.184158274
2,2259125.917493896
3,2275733.9033620157
4,2261749.109976048
5,2258142.5152118774
6,2265518.7086472097
7,2282113.4337296137
8,2293546.147386581
9,2299929.1443809364
10,2303282.104124877
11,2317826.608613885
12,2314478.735719709
13,2317016.6875008284
14,2342236.0797553123
15,2353013.5393064423
16,2380518.10376848
17,2401094.336729018
18,2397660.849388097
19,2425901.6302170297
20,2417982.8747447287
21,2415403.842758033
22,2428308.06970489
23,2420077.519669253
24,2415752.277559478
25,2410629.1012598374
26,2409145.0700606755
27,2404130.4123071097
28,2417697.97581316
29,2418213.747484432
30,2432569.9299086127
31,2430649.5997967264
32,2433552.209202206
33,2454642.8721681703
34,2428592.8097045664
35,2406356.0992522375
36,2397743.1010096716
37,2371145.1888183597
38,2362574.5551423146
39,2372610.0871150796
40,2372329.7218330214
41,2353802.016566707
42,2326004.963573759
43,2324861.1439997847
44,2341793.674175925
45,2336124.6695687394
46,2279774.299342318
47,2261526.0221641543
48,2235031.7042543967
49,2245404.3848269978
50,2231584.382288129
51,2243315.76797433
52,2218082.583328164
53,2199894.695879166
54,2215253.653125243
55,2242494.728067805
56,2215695.133153234
57,2216573.219903634
58,2223769.7358469027
59,2195596.4592394712
60,2245996.918327356
61,2266207.860778525
62,2242698.958355975
