,account_value
0,1000000.0
1,1000808.707065773
2,1004186.1794364929
3,1005261.2101711273
4,1005126.8832277297
5,1004401.2629528046
6,1003130.1990715024
7,1002859.5525581358
8,999438.5080022811
9,994235.8923315047
10,997812.1740455627
11,1001330.4592584609
12,998797.5193975447
13,985726.2096090314
14,983960.2615396498
15,981023.0545116423
16,955375.3143486022
17,964250.613199997
18,956597.8192426681
19,958739.0149553299
20,965896.5660804748
21,968435.3593513487
22,972496.1801082611
23,968622.6306566239
24,972115.4323402405
25,978723.4372039947
26,977268.1608622989
27,979015.7814421444
28,977026.8499849472
29,980849.3599961395
30,981707.5897324677
31,979153.3852485714
32,976976.9825826702
33,977982.6368042049
34,980417.8047285136
35,992405.4784257945
36,978927.3508653697
37,973228.5639110622
38,986177.6219900188
39,983738.451948553
40,984302.4773273524
41,978837.4713147258
42,1000101.723480482
43,1008197.1013771762
44,1013487.8944705523
45,1030099.3511111774
46,1034723.8484948673
47,1049576.5895816362
48,1050529.448865755
49,1043051.2128310145
50,1051403.0056837061
51,1044225.2700250605
52,1037309.1684644679
53,1039679.5062999706
54,1032963.8233045557
55,1033881.2313980082
56,1040785.672183401
57,1054000.236005163
58,1063814.6002613371
59,1053577.6969200438
60,1052434.7764374083
61,1053406.4753071135
62,1065480.2611252135
