,account_value
0,1700309.196395722
1,1657879.717219836
2,1686495.7600136134
3,1709915.1336388427
4,1695056.7975132288
5,1684636.0115625067
6,1716345.6818481921
7,1691643.5453746247
8,1713852.4175035285
9,1757897.0685748155
10,1757294.6041518345
11,1769702.1235777228
12,1789539.929789343
13,1795327.4330583229
14,1804879.985248717
15,1807267.0088717127
16,1834438.1141707473
17,1835139.6722949096
18,1829502.3126324222
19,1828408.4078084338
20,1856962.3049914779
21,1868162.4507613576
22,1900987.8584992194
23,1920953.1941223212
24,1929136.4923923006
25,1955810.492075517
26,1958161.1141561142
27,1960368.1366417252
28,1973195.8545319506
29,1943137.5363456686
30,1940973.8108439713
31,1935984.2459872782
32,1941699.7914152897
33,1938243.760559649
34,1977142.5283699266
35,1980574.459017555
36,2000091.834132076
37,2007844.6385406002
38,1999717.1486532956
39,1978266.1399124141
40,1991972.9159865368
41,2026746.9461366353
42,2016215.3116191295
43,2009434.626823791
44,1961123.6252785276
45,1941549.3333846338
46,1953066.5001251295
47,1942324.5316227272
48,1927759.9201554887
49,1935968.8346000805
50,1957985.8261657644
51,1952820.8467676293
52,1939808.1264293871
53,1961185.9829404417
54,2026431.999119573
55,2005612.1091731477
56,2008422.5947736248
57,2018358.7351111963
58,2044601.4723497152
59,2055779.6222448766
60,2041282.8937984006
61,2082626.0992420656
62,2082487.072886928
