,account_value
0,1090591.8334815216
1,1085598.764660179
2,1087335.1890664366
3,1097366.5638140182
4,1098618.5999708176
5,1086480.554172039
6,1078544.6676546172
7,1079180.2583424223
8,1065769.8532902335
9,1033737.3474776687
10,1054387.119312622
11,1069767.6378780173
12,1066397.1923487738
13,1071196.3970552788
14,1077846.890377468
15,1074440.7923642388
16,1080115.7517665443
17,1086480.4374676934
18,1076874.4049236488
19,1074992.0502511633
20,1085217.7943594856
21,1076003.2105894068
22,1078706.3196760481
23,1089520.0132650717
24,1086743.0895968666
25,1096119.6940716456
26,1102437.6093137856
27,1101097.0121227035
28,1098130.7416004313
29,1096677.993544317
30,1087231.127521349
31,1074235.2220118751
32,1071091.791984867
33,1073838.5994303932
34,1081949.3542369117
35,1082597.5378421058
36,1084157.7975772133
37,1074554.4920466652
38,1084405.6508754005
39,1076693.7279513588
40,1078593.8146632423
41,1078187.2555773964
42,1087886.9790995826
43,1081497.7519801368
44,1070046.8298533668
45,1064746.557861637
46,1065718.890663456
47,1052968.153553318
48,1069251.4963534584
49,1059507.4313204994
50,1068584.719467472
51,1067191.9808696022
52,1064782.2196543922
53,1046039.3709109535
54,1045072.1409228554
55,1058524.681766819
56,1070494.0319789161
57,1072512.8808673134
58,1080243.2145312538
59,1062364.5621531715
60,1073055.7652438392
61,1053810.2186511268
62,1068413.2671092262
